Category;Subcategory;Supplier;Brand;Region;Year;Month;Units Month;Values Month
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2021;5;10045;$51023
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2021;6;11151;$56735
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2021;7;11137;$56574
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2021;8;9660;$49028
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2021;9;10738;$54740
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2021;10;10283;$52108
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2021;11;9779;$49497
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2021;12;10507;$53445
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;1;10388;$52724
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;2;8638;$43771
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;3;9933;$50435
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;4;8106;$40915
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;5;10129;$50953
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;6;8015;$40271
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;7;8554;$43036
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;8;8995;$45206
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;9;9261;$46648
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;10;8449;$42455
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;11;8246;$41601
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2022;12;8260;$44772
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2023;1;8134;$48580
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2023;2;7112;$42644
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;Center;2023;3;7189;$43120
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;1;7588;$38150
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;2;7798;$39256
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;3;7994;$40607
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;4;6839;$34489
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;5;9016;$45507
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;6;7826;$39746
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;7;7364;$37275
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;8;8687;$43694
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;9;7931;$40047
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;10;7644;$38612
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;11;6930;$34902
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2018;12;8232;$41524
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;1;7931;$40082
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;2;6881;$34510
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;3;8652;$43757
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;4;6979;$35497
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;5;13937;$69888
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;6;15183;$75838
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;7;9618;$48524
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;8;13342;$67886
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;9;9604;$48804
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;10;7805;$39655
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;11;6615;$33390
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2019;12;13741;$69013
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;1;11473;$57827
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;2;12250;$61754
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;3;8596;$43582
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;4;7917;$40257
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;5;7063;$35714
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;6;11739;$59031
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;7;11837;$59493
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;8;6440;$32585
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;9;7665;$38689
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;10;9954;$50442
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;11;7763;$39354
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2020;12;8505;$43344
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;1;7210;$37429
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;2;7063;$36645
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;3;7273;$37786
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;4;8953;$46354
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;5;9590;$49791
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;6;8799;$45612
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;7;8897;$45906
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;8;7707;$39886
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;9;8274;$42868
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;10;9296;$48041
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;11;7336;$37933
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2021;12;9296;$48265
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;1;7854;$40705
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;2;7224;$37282
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;3;8120;$42021
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;4;6090;$31430
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;5;6671;$34433
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;6;6664;$34244
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;7;7308;$37422
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;8;7343;$37541
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;9;5957;$30604
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;10;7119;$36631
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;11;7364;$37513
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2022;12;6629;$36239
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2023;1;6111;$36456
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2023;2;6685;$40012
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;North;2023;3;6937;$41531
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;1;4893;$25025
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;2;4585;$23541
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;3;6685;$34139
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;4;5705;$28959
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;5;5418;$27405
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;6;4795;$24150
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;7;5019;$25207
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;8;4067;$20552
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;9;5810;$29680
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;10;6258;$31675
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;11;4515;$23114
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2018;12;4851;$24682
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;1;5957;$30289
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;2;7084;$36274
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;3;7126;$36120
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;4;5656;$28756
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;5;9373;$47341
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;6;6825;$34314
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;7;5957;$30121
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;8;5460;$27762
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;9;5026;$25683
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;10;7581;$38647
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;11;7021;$36043
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2019;12;6097;$31073
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;1;6321;$32186
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;2;5600;$28665
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;3;8673;$43771
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;4;5635;$28707
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;5;4865;$24633
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;6;5313;$26901
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;7;4809;$24234
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;8;4403;$22302
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;9;5537;$28098
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;10;6125;$31122
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;11;4914;$24850
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2020;12;5236;$26964
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;1;6447;$34048
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;2;4578;$24269
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;3;5474;$28875
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;4;5320;$27923
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;5;4445;$23436
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;6;5901;$31234
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;7;5404;$28406
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;8;3262;$17171
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;9;4522;$23856
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;10;6006;$31528
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;11;5677;$29806
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2021;12;5439;$28588
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;1;5691;$30058
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;2;4956;$25900
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;3;5614;$29449
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;4;3962;$20755
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;5;4865;$25438
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;6;4354;$22701
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;7;4963;$25837
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;8;3255;$16842
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;9;4347;$22631
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;10;4312;$22260
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;11;4634;$24129
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2022;12;4823;$26453
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2023;1;4655;$27867
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2023;2;4543;$27181
Shampoo;Anti-dandruff;Sparkle & Shine;Mango Tango;South;2023;3;4893;$29358
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;1;32739;$132146
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;2;25830;$107646
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;3;34951;$147623
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;4;30387;$129605
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;5;37856;$162505
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;6;37716;$166747
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;7;39816;$171220
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;8;29974;$131005
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;9;22701;$110222
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;10;23226;$122332
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;11;21217;$120351
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2018;12;17227;$98686
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;1;21042;$125307
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;2;17297;$105574
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;3;19243;$119000
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;4;14826;$91959
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;5;16695;$103173
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;6;14770;$91490
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;7;14651;$91882
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;8;16541;$100436
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;9;17318;$107422
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;10;17990;$110894
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;11;17192;$108661
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2019;12;16058;$101759
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;1;19250;$120232
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;2;15883;$98266
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;3;20909;$130711
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;4;23352;$144109
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;5;16212;$102200
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;6;17745;$109088
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;7;20454;$124418
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;8;16828;$101906
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;9;19971;$120757
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;10;18438;$110628
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;11;15358;$91777
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2020;12;17388;$104188
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;1;17752;$106281
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;2;15624;$93240
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;3;16961;$101675
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;4;16401;$97713
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;5;14917;$88739
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;6;16856;$100457
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;7;16688;$99407
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;8;12971;$77196
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;9;13713;$81634
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;10;12201;$72590
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;11;10976;$65331
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2021;12;11837;$71036
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;1;10150;$61754
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;2;9982;$60711
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;3;9800;$59696
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;4;10164;$61901
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;5;10479;$63812
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;6;9128;$55566
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;7;9506;$57904
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;8;9884;$60235
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;9;9975;$60781
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;10;11452;$75495
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;11;9100;$61439
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2022;12;9548;$67039
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2023;1;8953;$66997
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2023;2;8659;$64883
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;Center;2023;3;8393;$62888
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;1;19789;$82110
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;2;19992;$81501
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;3;23387;$99239
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;4;22253;$97461
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;5;24927;$108304
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;6;27132;$119245
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;7;25697;$112000
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;8;23639;$106498
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;9;18494;$94934
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;10;23212;$130767
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;11;16107;$91609
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2018;12;13944;$81018
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;1;12670;$76909
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;2;12278;$73906
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;3;13076;$80353
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;4;12222;$75824
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;5;15554;$99260
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;6;12558;$79499
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;7;16667;$101514
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;8;16191;$97818
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;9;17108;$105140
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;10;16401;$101990
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;11;16653;$103075
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2019;12;16198;$100772
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;1;18158;$113344
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;2;16303;$101101
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;3;21525;$133007
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;4;19460;$119805
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;5;17976;$110845
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;6;19117;$117138
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;7;20321;$122549
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;8;18991;$114569
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;9;18354;$109634
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;10;17976;$107408
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;11;14322;$85477
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2020;12;14665;$87717
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;1;14378;$86030
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;2;13727;$82075
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;3;16730;$99757
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;4;14749;$87836
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;5;14966;$89187
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;6;14889;$88711
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;7;13503;$80325
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;8;9779;$58226
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;9;12432;$73976
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;10;11508;$68439
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;11;10696;$63693
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2021;12;11396;$68201
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;1;10066;$61243
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;2;9471;$57659
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;3;10584;$64512
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;4;9177;$55916
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;5;9660;$58814
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;6;9170;$55832
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;7;8694;$52948
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;8;9051;$55111
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;9;9884;$60193
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;10;12768;$82810
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;11;10801;$72842
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2022;12;9310;$65240
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2023;1;9282;$69496
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2023;2;9016;$67501
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;North;2023;3;8953;$66990
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;1;20937;$87780
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;2;18823;$81781
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;3;23646;$104188
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;4;19614;$85953
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;5;24024;$108332
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;6;24955;$112539
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;7;23926;$109424
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;8;18655;$87941
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;9;16338;$87689
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;10;23135;$135758
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;11;16275;$96467
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2018;12;16023;$92120
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;1;14329;$87234
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;2;13048;$78834
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;3;14140;$87255
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;4;11095;$68803
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;5;11179;$69048
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;6;11102;$69440
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;7;11095;$67627
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;8;14140;$85323
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;9;14434;$88928
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;10;16128;$100275
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;11;12719;$80801
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2019;12;15561;$96404
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2020;1;16744;$104321
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2020;2;15120;$94584
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2020;3;14763;$91462
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2020;4;12614;$77462
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2020;5;10297;$63924
Shampoo;Color-safe;Apex Trading Co.;Ocean Breeze;South;2020;6;12040;$74011
